cluster,y,d
0,0.015873015873015872,0.046511627906976744
1,0.031746031746031744,0.023255813953488372
2,0.0,0.0
3,0.09523809523809523,0.18604651162790697
4,0.015873015873015872,0.046511627906976744
5,0.07936507936507936,0.09302325581395349
6,0.4603174603174603,0.09302325581395349
7,0.015873015873015872,0.023255813953488372
8,0.6349206349206349,0.37209302325581395
9,0.9365079365079365,0.4186046511627907
10,0.09523809523809523,0.06976744186046512
11,0.0,0.0
12,0.047619047619047616,0.046511627906976744
13,0.0,0.0
14,0.07936507936507936,0.2558139534883721
15,0.0,0.0
16,0.015873015873015872,0.06976744186046512
17,0.015873015873015872,0.023255813953488372
18,0.14285714285714285,0.06976744186046512
19,0.1111111111111111,0.13953488372093023
20,0.015873015873015872,0.023255813953488372
21,0.0,0.0
22,0.015873015873015872,0.046511627906976744
23,0.20634920634920634,0.13953488372093023
24,0.23809523809523808,0.13953488372093023
25,0.07936507936507936,0.16279069767441862
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.015873015873015872,0.046511627906976744
30,0.0,0.0
31,0.15873015873015872,0.09302325581395349
32,0.031746031746031744,0.023255813953488372
33,0.0,0.0
34,0.015873015873015872,0.046511627906976744
35,0.015873015873015872,0.046511627906976744
36,0.015873015873015872,0.046511627906976744
37,0.06349206349206349,0.06976744186046512
38,0.0,0.0
39,0.0,0.0
40,0.047619047619047616,0.23255813953488372
41,0.015873015873015872,0.023255813953488372
42,0.031746031746031744,0.023255813953488372
43,0.07936507936507936,0.13953488372093023
44,0.0,0.0
45,0.0,0.0
46,0.12698412698412698,0.046511627906976744
47,0.015873015873015872,0.046511627906976744
48,0.015873015873015872,0.046511627906976744
49,0.015873015873015872,0.046511627906976744
50,0.015873015873015872,0.023255813953488372
51,0.1111111111111111,0.18604651162790697
52,0.15873015873015872,0.11627906976744186
53,0.031746031746031744,0.046511627906976744
54,0.015873015873015872,0.023255813953488372
55,0.07936507936507936,0.11627906976744186
56,0.031746031746031744,0.11627906976744186
57,0.0,0.0
58,0.15873015873015872,0.2558139534883721
59,0.0,0.0
60,0.1111111111111111,0.13953488372093023
61,0.14285714285714285,0.046511627906976744
62,0.015873015873015872,0.32558139534883723
63,0.0,0.0
64,0.0,0.0
65,0.031746031746031744,0.046511627906976744
66,0.0,0.0
67,0.06349206349206349,0.16279069767441862
68,0.15873015873015872,0.13953488372093023
69,0.49206349206349204,0.13953488372093023
70,0.25396825396825395,1.0
71,0.015873015873015872,0.023255813953488372
72,0.1111111111111111,0.046511627906976744
73,0.047619047619047616,0.06976744186046512
74,0.015873015873015872,0.023255813953488372
75,0.015873015873015872,0.046511627906976744
76,0.0,0.0
77,0.14285714285714285,0.4418604651162791
78,0.0,0.0
79,0.0,0.0
80,0.031746031746031744,0.046511627906976744
81,0.015873015873015872,0.023255813953488372
82,0.06349206349206349,0.046511627906976744
83,0.19047619047619047,0.06976744186046512
84,0.5873015873015873,0.09302325581395349
85,0.38095238095238093,0.06976744186046512
86,0.19047619047619047,0.046511627906976744
87,0.047619047619047616,0.046511627906976744
88,0.0,0.0
89,0.12698412698412698,0.3023255813953488
90,0.015873015873015872,0.023255813953488372
91,0.0,0.0
92,0.031746031746031744,0.046511627906976744
93,0.0,0.0
94,0.0,0.0
95,0.20634920634920634,0.09302325581395349
96,0.19047619047619047,0.18604651162790697
97,0.015873015873015872,0.046511627906976744
98,0.0,0.0
99,0.12698412698412698,0.11627906976744186
100,0.015873015873015872,0.023255813953488372
101,0.015873015873015872,0.023255813953488372
102,0.047619047619047616,0.023255813953488372
103,0.15873015873015872,0.06976744186046512
104,0.09523809523809523,0.046511627906976744
105,0.12698412698412698,0.23255813953488372
106,0.0,0.0
107,0.0,0.0
108,0.015873015873015872,0.023255813953488372
109,0.0,0.0
110,0.07936507936507936,0.06976744186046512
111,0.031746031746031744,0.023255813953488372
112,0.1746031746031746,0.16279069767441862
113,0.19047619047619047,0.16279069767441862
114,0.047619047619047616,0.023255813953488372
115,0.1111111111111111,0.06976744186046512
116,0.07936507936507936,0.046511627906976744
117,0.12698412698412698,0.09302325581395349
118,0.047619047619047616,0.023255813953488372
119,0.19047619047619047,0.13953488372093023
120,0.015873015873015872,0.046511627906976744
121,0.09523809523809523,0.046511627906976744
122,0.12698412698412698,0.11627906976744186
123,0.19047619047619047,0.3023255813953488
124,0.07936507936507936,0.13953488372093023
125,0.12698412698412698,0.09302325581395349
126,0.14285714285714285,0.3023255813953488
127,0.09523809523809523,0.09302325581395349
128,0.1111111111111111,0.13953488372093023
129,0.09523809523809523,0.27906976744186046
130,0.07936507936507936,0.11627906976744186
131,0.015873015873015872,0.046511627906976744
132,0.14285714285714285,0.13953488372093023
133,0.1746031746031746,0.06976744186046512
134,0.2222222222222222,0.09302325581395349
135,0.015873015873015872,0.023255813953488372
136,0.1111111111111111,0.046511627906976744
137,0.3968253968253968,0.16279069767441862
138,0.09523809523809523,0.27906976744186046
139,0.1111111111111111,0.09302325581395349
140,0.07936507936507936,0.06976744186046512
141,0.0,0.0
142,0.0,0.0
143,0.2222222222222222,0.11627906976744186
144,0.20634920634920634,0.09302325581395349
145,0.07936507936507936,0.11627906976744186
146,0.047619047619047616,0.046511627906976744
147,0.031746031746031744,0.046511627906976744
148,0.23809523809523808,0.37209302325581395
149,0.14285714285714285,0.09302325581395349
150,0.14285714285714285,0.27906976744186046
151,0.031746031746031744,0.13953488372093023
152,0.07936507936507936,0.16279069767441862
153,0.047619047619047616,0.046511627906976744
154,0.12698412698412698,0.20930232558139536
155,0.20634920634920634,0.2558139534883721
156,0.14285714285714285,0.046511627906976744
157,0.0,0.0
158,0.031746031746031744,0.06976744186046512
159,0.031746031746031744,0.09302325581395349
160,0.015873015873015872,0.11627906976744186
161,0.14285714285714285,0.046511627906976744
162,0.031746031746031744,0.023255813953488372
163,0.07936507936507936,0.046511627906976744
164,0.015873015873015872,0.023255813953488372
165,0.031746031746031744,0.13953488372093023
166,0.07936507936507936,0.06976744186046512
167,0.015873015873015872,0.023255813953488372
168,0.015873015873015872,0.023255813953488372
169,0.0,0.0
170,0.07936507936507936,0.046511627906976744
171,0.1746031746031746,0.23255813953488372
172,0.1746031746031746,0.023255813953488372
173,0.12698412698412698,0.20930232558139536
174,0.1746031746031746,0.27906976744186046
175,0.0,0.0
176,0.07936507936507936,0.046511627906976744
177,0.2222222222222222,0.4186046511627907
178,0.015873015873015872,0.023255813953488372
179,0.0,0.0
180,0.0,0.0
