cluster,y,d
0,0.0,0.0
1,0.015151515151515152,0.045454545454545456
2,0.06060606060606061,0.045454545454545456
3,0.015151515151515152,0.022727272727272728
4,0.09090909090909091,0.18181818181818182
5,0.015151515151515152,0.045454545454545456
6,0.07575757575757576,0.09090909090909091
7,0.4393939393939394,0.09090909090909091
8,0.030303030303030304,0.045454545454545456
9,0.6060606060606061,0.36363636363636365
10,0.9090909090909091,0.4318181818181818
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.12121212121212122,0.09090909090909091
18,0.0,0.0
19,0.0,0.0
20,0.030303030303030304,0.022727272727272728
21,0.07575757575757576,0.06818181818181818
22,0.0,0.0
23,0.015151515151515152,0.022727272727272728
24,0.0,0.0
25,0.0,0.0
26,0.10606060606060606,0.2727272727272727
27,0.015151515151515152,0.022727272727272728
28,0.0,0.0
29,0.06060606060606061,0.09090909090909091
30,0.0,0.0
31,0.10606060606060606,0.045454545454545456
32,0.19696969696969696,0.09090909090909091
33,0.10606060606060606,0.13636363636363635
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.06060606060606061,0.045454545454545456
43,0.015151515151515152,0.022727272727272728
44,0.015151515151515152,0.045454545454545456
45,0.19696969696969696,0.13636363636363635
46,0.0,0.0
47,0.25757575757575757,0.1590909090909091
48,0.09090909090909091,0.18181818181818182
49,0.030303030303030304,0.022727272727272728
50,0.0,0.0
51,0.06060606060606061,0.022727272727272728
52,0.015151515151515152,0.022727272727272728
53,0.015151515151515152,0.045454545454545456
54,0.0,0.0
55,0.015151515151515152,0.022727272727272728
56,0.0,0.0
57,0.18181818181818182,0.11363636363636363
58,0.10606060606060606,0.045454545454545456
59,0.0,0.0
60,0.07575757575757576,0.022727272727272728
61,0.015151515151515152,0.045454545454545456
62,0.0,0.0
63,0.09090909090909091,0.06818181818181818
64,0.015151515151515152,0.045454545454545456
65,0.09090909090909091,0.09090909090909091
66,0.0,0.0
67,0.030303030303030304,0.022727272727272728
68,0.015151515151515152,0.022727272727272728
69,0.045454545454545456,0.22727272727272727
70,0.0,0.0
71,0.0,0.0
72,0.030303030303030304,0.045454545454545456
73,0.3333333333333333,0.045454545454545456
74,0.0,0.0
75,0.09090909090909091,0.1590909090909091
76,0.030303030303030304,0.022727272727272728
77,0.030303030303030304,0.022727272727272728
78,0.18181818181818182,0.06818181818181818
79,0.15151515151515152,0.06818181818181818
80,0.015151515151515152,0.045454545454545456
81,0.09090909090909091,0.06818181818181818
82,0.10606060606060606,0.045454545454545456
83,0.10606060606060606,0.18181818181818182
84,0.16666666666666666,0.13636363636363635
85,0.045454545454545456,0.06818181818181818
86,0.045454545454545456,0.045454545454545456
87,0.0,0.0
88,0.09090909090909091,0.13636363636363635
89,0.045454545454545456,0.13636363636363635
90,0.015151515151515152,0.022727272727272728
91,0.21212121212121213,0.2727272727272727
92,0.015151515151515152,0.022727272727272728
93,0.19696969696969696,0.1590909090909091
94,0.15151515151515152,0.06818181818181818
95,0.030303030303030304,0.3409090909090909
96,0.015151515151515152,0.022727272727272728
97,0.015151515151515152,0.022727272727272728
98,0.07575757575757576,0.06818181818181818
99,0.030303030303030304,0.022727272727272728
100,0.06060606060606061,0.1590909090909091
101,0.2727272727272727,0.1590909090909091
102,0.5,0.1590909090909091
103,0.0,0.0
104,0.0,0.0
105,0.25757575757575757,1.0
106,0.06060606060606061,0.045454545454545456
107,0.12121212121212122,0.06818181818181818
108,0.045454545454545456,0.06818181818181818
109,0.045454545454545456,0.045454545454545456
110,0.09090909090909091,0.06818181818181818
111,0.015151515151515152,0.022727272727272728
112,0.13636363636363635,0.4318181818181818
113,0.10606060606060606,0.022727272727272728
114,0.015151515151515152,0.022727272727272728
115,0.030303030303030304,0.045454545454545456
116,0.09090909090909091,0.045454545454545456
117,0.12121212121212122,0.06818181818181818
118,0.22727272727272727,0.09090909090909091
119,0.696969696969697,0.11363636363636363
120,0.3939393939393939,0.09090909090909091
121,0.3181818181818182,0.06818181818181818
122,0.12121212121212122,0.06818181818181818
123,0.015151515151515152,0.022727272727272728
124,0.12121212121212122,0.29545454545454547
125,0.10606060606060606,0.045454545454545456
126,0.015151515151515152,0.022727272727272728
127,0.06060606060606061,0.06818181818181818
128,0.015151515151515152,0.022727272727272728
129,0.015151515151515152,0.022727272727272728
130,0.30303030303030304,0.11363636363636363
131,0.21212121212121213,0.20454545454545456
132,0.015151515151515152,0.045454545454545456
133,0.09090909090909091,0.022727272727272728
134,0.13636363636363635,0.13636363636363635
135,0.06060606060606061,0.045454545454545456
136,0.16666666666666666,0.045454545454545456
137,0.12121212121212122,0.045454545454545456
138,0.18181818181818182,0.09090909090909091
139,0.15151515151515152,0.06818181818181818
140,0.13636363636363635,0.25
141,0.13636363636363635,0.022727272727272728
142,0.015151515151515152,0.022727272727272728
143,0.09090909090909091,0.045454545454545456
144,0.12121212121212122,0.022727272727272728
145,0.09090909090909091,0.09090909090909091
146,0.045454545454545456,0.045454545454545456
147,0.19696969696969696,0.18181818181818182
148,0.18181818181818182,0.1590909090909091
149,0.12121212121212122,0.045454545454545456
150,0.13636363636363635,0.09090909090909091
151,0.16666666666666666,0.06818181818181818
152,0.13636363636363635,0.11363636363636363
153,0.0,0.0
154,0.18181818181818182,0.045454545454545456
155,0.22727272727272727,0.1590909090909091
156,0.07575757575757576,0.06818181818181818
157,0.13636363636363635,0.06818181818181818
158,0.12121212121212122,0.11363636363636363
159,0.18181818181818182,0.29545454545454547
160,0.09090909090909091,0.1590909090909091
161,0.16666666666666666,0.11363636363636363
162,0.15151515151515152,0.3181818181818182
163,0.12121212121212122,0.11363636363636363
164,0.13636363636363635,0.1590909090909091
165,0.09090909090909091,0.2727272727272727
166,0.10606060606060606,0.13636363636363635
167,0.0,0.0
168,0.015151515151515152,0.045454545454545456
169,0.15151515151515152,0.1590909090909091
170,0.22727272727272727,0.09090909090909091
171,0.21212121212121213,0.09090909090909091
172,0.22727272727272727,0.045454545454545456
173,0.16666666666666666,0.06818181818181818
174,0.5909090909090909,0.18181818181818182
175,0.16666666666666666,0.29545454545454547
176,0.16666666666666666,0.11363636363636363
177,0.09090909090909091,0.09090909090909091
178,0.030303030303030304,0.022727272727272728
179,0.015151515151515152,0.022727272727272728
180,0.22727272727272727,0.13636363636363635
181,0.0,0.0
182,0.3333333333333333,0.11363636363636363
183,0.09090909090909091,0.13636363636363635
184,0.18181818181818182,0.06818181818181818
185,0.10606060606060606,0.06818181818181818
186,0.22727272727272727,0.36363636363636365
187,0.15151515151515152,0.11363636363636363
188,0.13636363636363635,0.2727272727272727
189,0.045454545454545456,0.1590909090909091
190,0.07575757575757576,0.1590909090909091
191,0.06060606060606061,0.06818181818181818
192,0.12121212121212122,0.20454545454545456
193,0.19696969696969696,0.25
194,0.15151515151515152,0.06818181818181818
195,0.045454545454545456,0.022727272727272728
196,0.0,0.0
197,0.030303030303030304,0.06818181818181818
198,0.030303030303030304,0.09090909090909091
199,0.06060606060606061,0.13636363636363635
200,0.2727272727272727,0.06818181818181818
201,0.07575757575757576,0.045454545454545456
202,0.10606060606060606,0.06818181818181818
203,0.030303030303030304,0.045454545454545456
204,0.030303030303030304,0.13636363636363635
205,0.18181818181818182,0.09090909090909091
206,0.030303030303030304,0.045454545454545456
207,0.09090909090909091,0.045454545454545456
208,0.015151515151515152,0.022727272727272728
209,0.22727272727272727,0.06818181818181818
210,0.18181818181818182,0.25
211,0.5303030303030303,0.045454545454545456
212,0.12121212121212122,0.20454545454545456
213,0.16666666666666666,0.2727272727272727
214,0.030303030303030304,0.022727272727272728
215,0.15151515151515152,0.06818181818181818
216,0.21212121212121213,0.4090909090909091
217,0.10606060606060606,0.045454545454545456
218,0.015151515151515152,0.022727272727272728
219,0.015151515151515152,0.022727272727272728
220,0.09090909090909091,0.022727272727272728
221,0.045454545454545456,0.045454545454545456
222,0.10606060606060606,0.045454545454545456
223,0.15151515151515152,0.29545454545454547
224,0.06060606060606061,0.022727272727272728
225,1.0,0.09090909090909091
226,0.045454545454545456,0.022727272727272728
227,0.045454545454545456,0.022727272727272728
228,0.0,0.0
229,0.3333333333333333,0.20454545454545456
230,0.030303030303030304,0.022727272727272728
231,0.0,0.0
232,0.09090909090909091,0.13636363636363635
233,0.0,0.0
234,0.2727272727272727,0.06818181818181818
235,0.21212121212121213,0.09090909090909091
236,0.3787878787878788,0.045454545454545456
237,0.10606060606060606,0.045454545454545456
238,0.10606060606060606,0.13636363636363635
239,0.06060606060606061,0.09090909090909091
240,0.22727272727272727,0.06818181818181818
241,0.07575757575757576,0.09090909090909091
242,0.13636363636363635,0.06818181818181818
243,0.15151515151515152,0.045454545454545456
244,0.015151515151515152,0.022727272727272728
245,0.18181818181818182,0.11363636363636363
246,0.15151515151515152,0.13636363636363635
247,0.25757575757575757,0.06818181818181818
248,0.10606060606060606,0.11363636363636363
249,0.030303030303030304,0.022727272727272728
250,0.30303030303030304,0.09090909090909091
251,0.2878787878787879,0.13636363636363635
252,0.13636363636363635,0.022727272727272728
253,0.30303030303030304,0.11363636363636363
254,0.015151515151515152,0.022727272727272728
255,0.12121212121212122,0.1590909090909091
256,0.13636363636363635,0.06818181818181818
257,0.15151515151515152,0.13636363636363635
258,0.015151515151515152,0.022727272727272728
259,0.24242424242424243,0.06818181818181818
260,0.06060606060606061,0.022727272727272728
261,0.18181818181818182,0.06818181818181818
262,0.25757575757575757,0.1590909090909091
