cluster,y,d
0,0.0,0.0
1,0.0,0.0
2,0.1016949152542373,0.18604651162790697
3,0.0,0.0
4,0.0847457627118644,0.09302325581395349
5,0.4915254237288136,0.09302325581395349
6,0.0,0.0
7,0.6779661016949152,0.37209302325581395
8,1.0,0.4186046511627907
9,0.06779661016949153,0.046511627906976744
10,0.01694915254237288,0.023255813953488372
11,0.05084745762711865,0.23255813953488372
12,0.01694915254237288,0.06976744186046512
13,0.0,0.0
14,0.05084745762711865,0.046511627906976744
15,0.0847457627118644,0.09302325581395349
16,0.0,0.0
17,0.0,0.0
18,0.1016949152542373,0.09302325581395349
19,0.2542372881355932,0.13953488372093023
20,0.0847457627118644,0.16279069767441862
21,0.0,0.0
22,0.15254237288135594,0.06976744186046512
23,0.0,0.0
24,0.0,0.0
25,0.01694915254237288,0.046511627906976744
26,0.0,0.0
27,0.05084745762711865,0.046511627906976744
28,0.03389830508474576,0.18604651162790697
29,0.0,0.0
30,0.0,0.0
31,0.05084745762711865,0.11627906976744186
32,0.1016949152542373,0.023255813953488372
33,0.01694915254237288,0.046511627906976744
34,0.0,0.0
35,0.01694915254237288,0.046511627906976744
36,0.0,0.0
37,0.11864406779661017,0.18604651162790697
38,0.15254237288135594,0.09302325581395349
39,0.03389830508474576,0.046511627906976744
40,0.0,0.0
41,0.0847457627118644,0.11627906976744186
42,0.03389830508474576,0.11627906976744186
43,0.0847457627118644,0.23255813953488372
44,0.06779661016949153,0.11627906976744186
45,0.03389830508474576,0.023255813953488372
46,0.01694915254237288,0.32558139534883723
47,0.01694915254237288,0.023255813953488372
48,0.03389830508474576,0.11627906976744186
49,0.13559322033898305,0.11627906976744186
50,0.5084745762711864,0.11627906976744186
51,0.2711864406779661,1.0
52,0.0,0.0
53,0.01694915254237288,0.023255813953488372
54,0.01694915254237288,0.023255813953488372
55,0.0,0.0
56,0.01694915254237288,0.046511627906976744
57,0.15254237288135594,0.4418604651162791
58,0.0,0.0
59,0.0,0.0
60,0.01694915254237288,0.023255813953488372
61,0.15254237288135594,0.046511627906976744
62,0.4745762711864407,0.06976744186046512
63,0.3220338983050847,0.046511627906976744
64,0.01694915254237288,0.023255813953488372
65,0.03389830508474576,0.023255813953488372
66,0.13559322033898305,0.3023255813953488
67,0.0,0.0
68,0.01694915254237288,0.023255813953488372
69,0.0847457627118644,0.06976744186046512
70,0.1864406779661017,0.16279069767441862
71,0.0,0.0
72,0.1016949152542373,0.09302325581395349
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.03389830508474576,0.046511627906976744
77,0.01694915254237288,0.023255813953488372
78,0.13559322033898305,0.23255813953488372
79,0.0,0.0
80,0.05084745762711865,0.046511627906976744
81,0.0,0.0
82,0.13559322033898305,0.13953488372093023
83,0.1694915254237288,0.11627906976744186
84,0.0,0.0
85,0.05084745762711865,0.046511627906976744
86,0.03389830508474576,0.023255813953488372
87,0.13559322033898305,0.09302325581395349
88,0.0,0.0
89,0.2033898305084746,0.13953488372093023
90,0.01694915254237288,0.046511627906976744
91,0.01694915254237288,0.023255813953488372
92,0.11864406779661017,0.06976744186046512
93,0.1864406779661017,0.2558139534883721
94,0.05084745762711865,0.11627906976744186
95,0.13559322033898305,0.09302325581395349
96,0.15254237288135594,0.3023255813953488
97,0.0847457627118644,0.06976744186046512
98,0.03389830508474576,0.11627906976744186
99,0.1016949152542373,0.27906976744186046
100,0.01694915254237288,0.09302325581395349
101,0.0,0.0
102,0.11864406779661017,0.11627906976744186
103,0.13559322033898305,0.046511627906976744
104,0.1016949152542373,0.046511627906976744
105,0.0,0.0
106,0.01694915254237288,0.023255813953488372
107,0.2711864406779661,0.13953488372093023
108,0.1016949152542373,0.27906976744186046
109,0.06779661016949153,0.06976744186046512
110,0.0847457627118644,0.06976744186046512
111,0.1864406779661017,0.09302325581395349
112,0.0847457627118644,0.06976744186046512
113,0.05084745762711865,0.09302325581395349
114,0.01694915254237288,0.023255813953488372
115,0.03389830508474576,0.046511627906976744
116,0.2542372881355932,0.37209302325581395
117,0.1016949152542373,0.06976744186046512
118,0.15254237288135594,0.27906976744186046
119,0.01694915254237288,0.11627906976744186
120,0.06779661016949153,0.11627906976744186
121,0.01694915254237288,0.023255813953488372
122,0.13559322033898305,0.20930232558139536
123,0.22033898305084745,0.2558139534883721
124,0.01694915254237288,0.023255813953488372
125,0.03389830508474576,0.06976744186046512
126,0.03389830508474576,0.09302325581395349
127,0.01694915254237288,0.11627906976744186
128,0.01694915254237288,0.023255813953488372
129,0.0,0.0
130,0.01694915254237288,0.023255813953488372
131,0.0,0.0
132,0.03389830508474576,0.13953488372093023
133,0.03389830508474576,0.046511627906976744
134,0.0,0.0
135,0.0,0.0
136,0.03389830508474576,0.023255813953488372
137,0.1694915254237288,0.20930232558139536
138,0.0,0.0
139,0.06779661016949153,0.16279069767441862
140,0.1864406779661017,0.27906976744186046
141,0.03389830508474576,0.023255813953488372
142,0.23728813559322035,0.4186046511627907
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.1016949152542373,0.2558139534883721
147,0.9152542372881356,0.046511627906976744
148,0.3050847457627119,0.18604651162790697
149,0.05084745762711865,0.09302325581395349
150,0.05084745762711865,0.023255813953488372
151,0.1016949152542373,0.046511627906976744
152,0.0,0.0
153,0.0,0.0
154,0.11864406779661017,0.13953488372093023
155,0.06779661016949153,0.09302325581395349
156,0.05084745762711865,0.023255813953488372
157,0.03389830508474576,0.06976744186046512
158,0.01694915254237288,0.023255813953488372
159,0.0,0.0
160,0.2033898305084746,0.11627906976744186
161,0.11864406779661017,0.09302325581395349
162,0.01694915254237288,0.023255813953488372
163,0.05084745762711865,0.06976744186046512
164,0.06779661016949153,0.046511627906976744
165,0.2542372881355932,0.09302325581395349
166,0.22033898305084745,0.06976744186046512
167,0.03389830508474576,0.11627906976744186
168,0.05084745762711865,0.023255813953488372
169,0.11864406779661017,0.09302325581395349
170,0.01694915254237288,0.023255813953488372
171,0.11864406779661017,0.023255813953488372
172,0.2711864406779661,0.11627906976744186
173,0.0,0.0
174,0.1016949152542373,0.09302325581395349
175,0.03389830508474576,0.023255813953488372
176,0.06779661016949153,0.09302325581395349
177,0.15254237288135594,0.11627906976744186
178,0.0,0.0
179,0.11864406779661017,0.09302325581395349
180,0.01694915254237288,0.16279069767441862
181,0.01694915254237288,0.18604651162790697
182,0.0,0.0
183,0.03389830508474576,0.023255813953488372
184,0.15254237288135594,0.11627906976744186
185,0.0,0.0
186,0.1694915254237288,0.046511627906976744
187,0.0,0.0
188,0.15254237288135594,0.046511627906976744
189,0.0,0.0
190,0.288135593220339,0.20930232558139536
191,0.05084745762711865,0.046511627906976744
192,0.15254237288135594,0.37209302325581395
193,0.2711864406779661,0.09302325581395349
194,0.0,0.0
195,0.01694915254237288,0.023255813953488372
196,0.0,0.0
197,0.3220338983050847,0.4418604651162791
198,0.0847457627118644,0.046511627906976744
199,0.05084745762711865,0.046511627906976744
200,0.0,0.0
201,0.01694915254237288,0.11627906976744186
202,0.1016949152542373,0.06976744186046512
203,0.0,0.0
204,0.11864406779661017,0.23255813953488372
205,0.0847457627118644,0.09302325581395349
206,0.13559322033898305,0.09302325581395349
207,0.03389830508474576,0.046511627906976744
208,0.05084745762711865,0.11627906976744186
209,0.15254237288135594,0.09302325581395349
210,0.13559322033898305,0.3023255813953488
211,0.1694915254237288,0.13953488372093023
212,0.06779661016949153,0.046511627906976744
213,0.06779661016949153,0.3023255813953488
214,0.06779661016949153,0.046511627906976744
215,0.23728813559322035,0.11627906976744186
216,0.05084745762711865,0.046511627906976744
217,0.0,0.0
218,0.1864406779661017,0.11627906976744186
219,0.01694915254237288,0.023255813953488372
220,0.1694915254237288,0.13953488372093023
221,0.1864406779661017,0.06976744186046512
222,0.01694915254237288,0.023255813953488372
223,0.22033898305084745,0.11627906976744186
224,0.1694915254237288,0.27906976744186046
225,0.0847457627118644,0.11627906976744186
226,0.1864406779661017,0.16279069767441862
227,0.0847457627118644,0.18604651162790697
228,0.0,0.0
229,0.01694915254237288,0.023255813953488372
230,0.0,0.0
231,0.0847457627118644,0.09302325581395349
232,0.01694915254237288,0.023255813953488372
233,0.06779661016949153,0.09302325581395349
234,0.4745762711864407,0.11627906976744186
235,0.0,0.0
236,0.22033898305084745,0.23255813953488372
237,0.0,0.0
238,0.05084745762711865,0.11627906976744186
239,0.3389830508474576,0.046511627906976744
240,0.15254237288135594,0.18604651162790697
241,0.2711864406779661,0.20930232558139536
